archiefbeschrijvingURI,handleURI,imageOriginal,beschrijving,toelichting,titelFotoserie
https://archief.nl/id/beschrijving/aeff0274-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff0274-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/430ea2a3-4817-406c-84f0-724cf8267cdc,"Palembang 28/7 Lahat. Een door een republikeins soldaat weggeworpen \""sten\"" van eigen maaksel.",,
https://archief.nl/id/beschrijving/aeff0332-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff0332-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/fbc65a71-e762-4b07-ae38-5f0f7a559cd7,[Geen bijschrift],Inlands huis met op de achtergrond een vulkaan,
https://archief.nl/id/beschrijving/aeff03e6-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff03e6-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/a9c33c59-a4ad-492c-899a-272907983c56,[Geen bijschrift],Een vrouw wordt medisch verzorgd door een Nederlandse hospik,
https://archief.nl/id/beschrijving/aeff04a4-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff04a4-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/342de3fa-44ac-4fbf-a6cf-2302191dbaad,[Geen bijschrift],Militairen en verpleegster of vrouwelijke arts? in de laadbak van een vrachtwagen,
https://archief.nl/id/beschrijving/aeff0562-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff0562-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/71f4777f-50ee-4d4c-b8e3-48f08c5a3e94,[Geen bijschrift],Verwoestingen in een stad of dorp,
https://archief.nl/id/beschrijving/aeff0620-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff0620-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/249663cb-ad64-497f-ab03-9be2ec27e178,[Geen bijschrift],Nederlandse militair temidden van kinderen en kooplui,
https://archief.nl/id/beschrijving/aeff06d4-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff06d4-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/ab51cee7-8362-4be3-af4e-78cf9d45ea73,[Geen bijschrift],"Stempel \""Indisch Instructie-Bataljon\"". Soldaten controleren een treinwagon",
https://archief.nl/id/beschrijving/aeff0792-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff0792-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/c0c73e1f-7ae0-414a-8015-d86aa4cb6d9e,[Geen bijschrift],Veldgeschut met bemanning in stelling,
https://archief.nl/id/beschrijving/aeff08d2-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff08d2-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/7eb801af-e4cb-4045-8791-f22f497e404a,[Geen bijschrift],Vliegtuighanger met gestript vliegtuig. Links poseren 4 mannen. In het vliegtuig zit een man in burger,
https://archief.nl/id/beschrijving/aeff0990-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff0990-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/a3154bac-23de-45c3-a35b-c37439f43e84,[Geen bijschrift],"Bedelende kinderen, bij een voertuig waar een militair iets geeft",
https://archief.nl/id/beschrijving/aeff0a4e-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff0a4e-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/345c4300-7151-44d6-8e9b-fd0d40faeb81,"Bord \""Welkom Douwe Ceurt\""",,
https://archief.nl/id/beschrijving/aeff0b0c-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff0b0c-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/39edba19-762c-414f-b05e-1a2b6f469aca,Aankomst troepen Indië,Op de voorgrond leden van het Vrouwen Hulp Korps.,
https://archief.nl/id/beschrijving/aeff0bd4-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff0bd4-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/ca232834-59ca-4f73-b652-2feedee094f2,"Uitreiking MWO's aan generaal-majoor J.K. Meyer, kapitein A. Zijlmans en 1e luitenant K. Bavinck op zaterdag 21 augustus j.l. op de Aloon-Aloon te Semarang door de legercommandant luitenant-generaal S.H. Spoor. De eedaflegging geschiedde in handen van Spoor, terwijl de nieuwbenoemden door lt.kol. Borghouts tot ridder werden geslagen. Er was veel belangstelling zowel van militaire als burgerzijde, o.m. de Recomba van Midden-Java, dr. P.H. Angenent, vertegenwoordigers van de lt. Gouverneur-Generaal en van de commandant Zeemacht, de Regent van Semarang, de gen. Dürst Britt, Nojet, Wilken, Alons e.a. Foto: Lt. Bavinck ontvangt van Lt. Kol. Borghouts de ridderslag",,[DLC] Uitreiking MWO's te Semarang
https://archief.nl/id/beschrijving/aeff0c9c-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff0c9c-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/0d132578-141a-4dc9-96bb-bb4b6db9d0cf,[Geen bijschrift],Vliegtuigmonteurs bezig met het onderhoud van een Gloster Meteor in een hanger. Locatie waarschijnlijk: Gilze-Rijen Nederland. Straaljagers van dit type ebben nooit in Indië gevlogen.,
https://archief.nl/id/beschrijving/aeff0d5a-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff0d5a-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/bfb6bac4-b7a8-4323-a325-45550d455f5e,[Geen bijschrift],Mannen en vrouwen rond een tafel waarop lijsten en formulieren liggen,
https://archief.nl/id/beschrijving/aeff0e18-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff0e18-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/afb8f973-c0e3-4bca-a1fa-b9b573fdacbf,[Geen bijschrift],Mannen en vrouwen rond een tafel waarop lijsten en formulieren liggen,
https://archief.nl/id/beschrijving/aeff0ed6-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff0ed6-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/86588483-6591-476d-96d1-447630e5a541,"In de kathedraal aan het Waterlooplein te Batavia werd 2 november een plechtige Mis van Requiem opgedragen door de Apostolisch Vicaris Mgr. P.J. Willekens, voor de gevallenen van de Kon. Landmacht en het KNIL, die werd bijgewoond door vele militairen. Zowel van de zijde der Nederlandse Stoottroepen, de \""7 december divisie\"" en van de Europese en Indonesische militairen van het KNIL bestond hiervoor grote belangstelling. De foto toont de drukte na afloop van de dienst voor de hoofduitgang van de kathedraal.",Afkomstig van negatiefstrook BQ40-BQ47,
https://archief.nl/id/beschrijving/aeff0f94-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff0f94-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/68c93669-bc7b-4831-937e-c41cb6e065a9,"[Dirk Cornelis Buurman van Vreeden, luitenant-generaal, legercommandant in Nederlands-Indië]",Waarnemend legercommandant vanaf 25 mei 1949. Op 8 juli definitief benoemd tot legercommandant.,
https://archief.nl/id/beschrijving/aeff1048-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff1048-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/18389cfc-ea62-4914-a5e1-23706e06a028,"[Dirk Cornelis Buurman van Vreeden, luitenant-generaal, legercommandant in Nederlands-Indië]",Waarnemend legercommandant vanaf 25 mei 1949. Op 8 juli definitief benoemd tot legercommandant.,
https://archief.nl/id/beschrijving/aeff1106-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff1106-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/85c52fd3-9ea4-4f9e-a2ab-dde92787a932,"Op 19 juli 1946 werd vanuit de opmarsstelling Tijeureup Tjileungsir bevrijd. De opmars had zonder veel incidenten plaats en kostte slechts twee lichtgewonden. Tijdens de herstellingswerkzaamheden, uitgevoerd aan de zeer geschonden brug over de Tjileungsir, kwamen uit een bamboebos sniperschoten af. Bij de daarop volgende zuiveringsacties werden vijf militairen gedood en zes gewond. Deze actie werd uitgevoerd door compagnies jagers.",,[DLC] Tjileungsir
https://archief.nl/id/beschrijving/aeff11c4-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff11c4-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/60b5f544-4f81-4eb5-8dbc-858992a8d253,Generaal-majoor Jager,,
https://archief.nl/id/beschrijving/aeff128c-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff128c-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/e80f81a9-a191-45d4-9b41-785ddff7a6c9,"Luchtopname. E8, E9 en E10",,
https://archief.nl/id/beschrijving/aeff137c-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff137c-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/c972bb9f-aae2-451b-b550-9c372aa3c551,Luchtopname. FS 830,,
https://archief.nl/id/beschrijving/aeff143a-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff143a-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/1390cadc-97d7-425e-8ed8-0a9ce19d0a1c,[Geen bijschrift],Piloot stapt in de cockpit van een Gloster Meteor. Opname waarschijnlijk te Gilze-Rijen. Straaljagers van dit type hebben nooit in Indië gevlogen,
https://archief.nl/id/beschrijving/aeff14f8-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff14f8-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/ecd00208-1cdf-4396-9b9f-ba396aedd033,Luchtopname.,,
https://archief.nl/id/beschrijving/aeff15f2-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff15f2-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/9b9de334-4046-41d7-94a0-1e0fd8db8171,"Mannen van de Mariniersbrigades - kortweg afgekort tot Marbrig - in actie tijdens het oversteken van een rivier. Geweren moeten droog gehouden worden. Welnu, houd ze dan boven het hoofd.",,
https://archief.nl/id/beschrijving/aeff16b0-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff16b0-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/029c404f-7910-4093-8cfe-2e92c24dbc21,"Luchtopname. Palembang 28/7. Brandende oliebronnen te Pendopo op Sumatra. De schade is minder dan op deze foto schijnt, daar de brand beperkt bleef tot de rand van het olieveld.",,
https://archief.nl/id/beschrijving/aeff1796-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff1796-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/0bedc4aa-8f79-40e1-8304-da86209c7e8f,"De mannen van het Garde regiment Prinses Irene, waarvan twee compagnieen in Batavia gelegerd zijn, hebben ook bezoek gehad van Sint Nicolaas. Daar de mannen voornamelijk wachtdienst hebben, ging de Sint de verschillende wachtposten af, om 0veral zijn cadeaux te kunnen brengen. Bij de aankomst van de Heilige presenterde de wacht het geweer, terwijl de wachtcommandant zich officieel en model meldde.",,
https://archief.nl/id/beschrijving/aeff185e-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff185e-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/c2b24e47-1a9a-4e03-ab8d-36fa8ea57957,"Uitreiking MWO's aan generaal-majoor J.K. Meyer, kapitein A. Zijlmans en 1e luitenant K. Bavinck op zaterdag 21 augustus j.l. op de Aloon-Aloon te Semarang door de legercommandant luit.gen. S.M. Spoor. De eedaflegging geschiedde in handen Spoor, terwijl de nieuwbenoemden door lt.kol. Borghouts tot ridder werden geslagen. Er was zeer veel belangstelling zowel van militaire als burgerzijde, o.m. de Recomba van Midden-Java, dr. P.H. Angenent, vertegenwoordigers van de lt. Gouverneur-Generaal en van de commandant Zeemacht de Regent van Semarang, gen. Dürst Britt, Nojet, Wilkens, Alons e.a. Foto: Gen. maj. Meijer legt inhanden van Lt. Gen. Spoor de eed af",,[DLC] Uitreiking MWO's te Semarang
https://archief.nl/id/beschrijving/aeff1926-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff1926-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/34172aa9-ce27-4d9f-903f-a8335daff014,"Uitreiking MWO's aan generaal-majoor J.K. Meyer, kapitein A. Zijlmans en 1e luitenant K. Bavinck op zaterdag 21 augustus j.l. op de Aloon-Aloon te Semarang door de legercommandant luit.gen. S.M. Spoor. De eedaflegging geschiedde in handen Spoor, terwijl de nieuwbenoemden door lt.kol. Borghouts tot ridder werden geslagen. Er was zeer veel belangstelling zowel van militaire als burgerzijde, o.m. de Recomba van Midden-Java, dr. P.H. Angenent, vertegenwoordigers van de lt. Gouverneur-Generaal en van de commandant Zeemacht de Regent van Semarang, gen. Dürst Britt, Nojet, Wilkens, Alons e.a. Foto: Kapt. Zijlmans wordt door Lt. Kol. Borghouts tot ridder geslagen",Zijlmans kreeg de ridderorde voor acties in Atjeh tijdens de tweede wereldoorlog,[DLC] Uitreiking MWO's te Semarang
https://archief.nl/id/beschrijving/aeff19ee-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff19ee-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/1b701207-8883-404a-a647-42f1c4552908,"De mannen van het Garde regiment Prinses Irene, waarvan twee compagnieen in Batavia gelegerd zijn, hebben ook bezoek gehad van Sint Nicolaas. Daar de mannen voornamelijk wachtdienst hebben, ging de Sint de verschillende wachtposten af, om 0veral zijn cadeaux te kunnen brengen. Nadat de wachtcommandant zich model gemeld had bij de Sint, ging Zwarte Piet zijn taak vervullen. De mannen mochten zelfs grabbelen.",,
https://archief.nl/id/beschrijving/aeff1ab6-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff1ab6-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/44fb1019-3ae8-46d9-98ad-3b63c7eb3a96,"Uitreiking MWO's aan generaal-majoor J.K. Meijer, kapitein A. Zijlmans en 1e luitenant K. Bavinck op zaterdag 21 augustus j.l. op de Aloon-Aloon te Semarang door de legercommandant luit.gen. S.M. Spoor. De eedaflegging geschiedde in handen Spoor, terwijl de nieuwbenoemden door lt.kol. Borghouts tot ridder werden geslagen. Er was zeer veel belangstelling zowel van militaire als burgerzijde, o.m. de Recomba van Midden-Java, dr. P.H. Angenent, vertegenwoordigers van de lt. Gouverneur-Generaal en van de commandant Zeemacht de Regent van Semarang, gen. Dürst Britt, Nojet, Wilkens, Alons e.a. Foto: gen. maj. Meijer krijgt de accolade van de vertegenwoordiger van de Lt. G.G. ,de Lt ter Zee II. S. van Ravensteijn",,[DLC] Uitreiking MWO's te Semarang
https://archief.nl/id/beschrijving/aeff1b74-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff1b74-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/f4f1ac2c-81eb-4ac5-beca-c6fccaea113b,"Op de foto (voorste rij) mw. van Mook, de basiscommandant van Batavia, luitenant-kolonel B.P. de Vries, tijdens de toespraak van mw. Kluit (rechts met de krans).",,
https://archief.nl/id/beschrijving/aeff1c32-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff1c32-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/312845a3-459a-4a27-b850-73886e4bce76,"Op de foto mw. van Mook en mw. Kluit na de kranslegging aan de voet van het monument, dat de zinrijke woorden draagt: \""Hun geest heeft overwonnen\"". Op de achtergrond een van de brandende vuurpotten.",,
https://archief.nl/id/beschrijving/aeff1cfa-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff1cfa-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/88f3c54f-9a55-425e-9189-1f4727aab18b,"Batavia. Door het Comite Vervanging Familieleden werden Sint Nicolaaspakketten vervaardigd, die de Goede Man zelf kwam uitreiken aan de patienten van de beide militaire hospitalen. Na de officiele ontvangst door de Geneesheer-Directeur van het mil. Hospitaal I, Lt.Kol. Dr. van Bommel, en de Directrice van het Hospitaal, Mej. v.d. Roest, en enkele dames van het C.V.F., begaf de Sint zich naar de verschillende zalen om er de paketten uit te reiken. De Heilige op weg naar de zalen, geflankeerd door Dr. Van Bommel en mej. v.d. Roest.",,[DLC] Sint-Nicolaasfeest Militair Hospitaal I
https://archief.nl/id/beschrijving/aeff1db8-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff1db8-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/1fdd74fe-2a82-4db6-a49d-fa8f28b26de9,"Aan het eind van de plechtigheid werd door de aanwezigen het Wilhelmus gezongen en ging de Nederlandse driekleur weer in top. Op de eerste rij v.l.n.r. mw. van Mook, B.P. de Vries en mw. Kluit (in het wit met zonnebril).",,
https://archief.nl/id/beschrijving/aeff1e94-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff1e94-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/212c5b1b-e700-48f4-ab62-d1eb5f9d2e20,"Batavia. Door het Comite Vervanging Familieleden werden Sint Nicolaaspakketten vervaardigd, die de Goede Man zelf kwam uitreiken aan de patienten van de beide militaire hospitalen. Na de officiele ontvangst door de Geneesheer-Directeur van het mil. Hospitaal I, Lt.Kol. Dr. van Bommel, en de Directrice van het Hospitaal, Mej. v.d. Roest, en enkele dames van het C.V.F., begaf de Sint zich naar de verschillende zalen om er de paketten uit te reiken. Speciale aandacht besteedde de Sint aan de soldaat Burggraaf uit Alphen aan den Rijn, die op deze dag zijn verjaardag vierde. De Heilige Man wenste hem persoonlijk de hand te drukken.",,[DLC] Sint-Nicolaasfeest Militair Hospitaal I
https://archief.nl/id/beschrijving/aeff1f52-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff1f52-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/6d970f24-63e6-4b9e-a318-6553cf1737c3,"Na de kranslegging werden twee minuten stilte in acht genomen. Mw. van Mook (links) en mw. Kluit, terwijl door de opgestelde wacht het eresaluut wordt gebracht.",,
https://archief.nl/id/beschrijving/aeff2010-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff2010-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/75589a74-4709-45e5-8c15-631dc8d49d5d,"In de kampong van Semento wordt door de bevolking de rijst gepeld die door de militairen gekocht wordt. De stampers worden in beweging gebracht door een rad, dat in de stroom van een bergrivier geplaatst is. De baas coontroleert of er nog voldoende rijst in de bakken is. Na het stampen wordt de rijst gezeefd.",,[DLC] 4-4 R.I. in Semento 1000 meter hoog
https://archief.nl/id/beschrijving/aeff20ce-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff20ce-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/32ee1159-b0ff-430a-a7e2-81e70aaa746f,"In de kampong van Semento wordt door de bevolking de rijst gepeld die door de militairen gekocht wordt. De stampers worden in beweging gebracht door een rad, dat in de stroom van een bergrivier geplaatst is. De baas coontroleert of er nog voldoende rijst in de bakken is. Maar ook de primitieve methode van stampen wordt nog wel gebruikt, nl. met paal en stenen bak, het z.g. padi-blok.",,[DLC] 4-4 R.I. in Semento 1000 meter hoog
https://archief.nl/id/beschrijving/aeff2196-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff2196-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/31811bbc-15c9-4b74-902f-53b02914323e,"Een deputatie van de T-Brigade heeft op 22 en 23 oktober 1948 aan verschillende autoriteiten in Batavia een exemplaar van het onlangs in druk verschenen gedenkboek dezer Brigade ter hand gesteld. Vrijdagsmorgens bezocht de delegatie dr. van Mook, Raden Abdul Kadir Widjojoatmodjo, vice-admiraal A.S. Pinke en gen.maj. Buurman van Vreeden. Zaterdagmorgen ontvingen luit.gen. Spoor en gen.maj. J.J. Mojet een exemplaar van het gedenkboek. Het hoofd van de deputatie van de T-Brigade, maj. H. Vaassens, gaf een kort overzicht van de Brigade-geschiedenis, zoals deze in het gedenkboek \""Tussen Sawahs en Bergen\"" is vastgelegd in artikelen en foto's. Hij verklaarde hoe een door de burgerij van alle landaarden gevormd fonds het mogelijk maakte, dat alle militairen van de Brigade een exemplaren van hun gedenkboek zullen ontvangen. De medewerking van de burgerij trof de legercommandant als een duidelijk bewijs van waardering voor het werk van de Brigade, het mooiste werk, dat een Leger kan verrichten, het brengen van orde, rust en recht. Gen. Spoor aanvaardde dit gedenkboek met dank als een kostbare herinnering. \""Het komt naast mijn bed te liggen en ik ga het lezen van A tot Z\"". Na overhandiging van het boek ontspon zich een geanimeerd gesprek tussen de legercommandant en de deputatieleden, waaronder de majoor Ds. A.H. Brouwer, die de leiding heeft gehad bij de samenstelling van het gedenkboek de 2e Lt. P. Melse, de sergeant-majoor van het KNIL W. Scheffer en de huzaar 1e klasse A. van Valen.",,
https://archief.nl/id/beschrijving/aeff2272-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff2272-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/5246e0bd-c967-4977-aa56-5b4698c54c4e,"Een deputatie van de T-Brigade heeft op 22 en 23 oktober 1948 aan verschillende autoriteiten in Batavia een exemplaar van het onlangs in druk verschenen gedenkboek dezer Brigade ter hand gesteld. Vrijdagsmorgens bezocht de delegatie dr. van Mook, Raden Abdul Kadir Widjojoatmodjo, vice-admiraal A.S. Pinke en gen.maj. Buurman van Vreeden. Zaterdagmorgen ontvingen luit.gen. Spoor en gen.maj. J.J. Mojet een exemplaar van het gedenkboek. Het hoofd van de deputatie van de T-Brigade, maj. H. Vaassens, gaf een kort overzicht van de Brigade-geschiedenis, zoals deze in het gedenkboek \""Tussen Sawahs en Bergen\"" is vastgelegd in artikelen en foto's. Hij verklaarde hoe een door de burgerij van alle landaarden gevormd fonds het mogelijk maakte, dat alle militairen van de Brigade een exemplaren van hun gedenkboek zullen ontvangen. De medewerking van de burgerij trof de legercommandant als een duidelijk bewijs van waardering voor het werk van de Brigade, het mooiste werk, dat een Leger kan verrichten, het brengen van orde, rust en recht. Gen. Spoor aanvaardde dit gedenkboek met dank als een kostbare herinnering. \""Het komt naast mijn bed te liggen en ik ga het lezen van A tot Z\"". Na overhandiging van het boek ontspon zich een geanimeerd gesprek tussen de legercommandant en de deputatieleden, waaronder de majoor Ds. A.H. Brouwer, die de leiding heeft gehad bij de samenstelling van het gedenkboek de 2e Lt. P. Melse, de sergeant-majoor van het KNIL W. Scheffer en de huzaar 1e klasse A. van Valen.",,
https://archief.nl/id/beschrijving/aeff233a-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff233a-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/bd3e87b1-da7f-45bb-a8bb-900e6b3a61c2,Erewacht Cheribon,,
https://archief.nl/id/beschrijving/aeff23f8-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff23f8-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/2f26d1f5-9021-4510-bdb3-2486dfe8f825,[Geen bijschrift],Troepentransportschip in een haven [Tandjong Priok?],
https://archief.nl/id/beschrijving/aeff24ac-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff24ac-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/d681109b-bfed-4d36-8870-781a15825e68,"Dicht bij Batang Hari ligt een plaatsje, Padang Bindoe genaamd. De soldaten die te Batang Hari liggen, beschouwen Padang Bindoe als het mooiste stukje natuurschoon van Zuid-Sumatra. Daar zijn de overbekende druipsteengrotten te vinden maar de patrouilles die er naar toe gaan, hebben het lang niet gemakkelijk, want een gebaande weg is er nu eenmaal niet. Van voren naar achteren: soldaat B.B. de Jonge uit Erika; soldaat W.F. van Es uit Amsterdam; soldaat J. Kok uit Grotebroek.",,"[DLC] 5-8 R.I. : Batoe Radja, Pengan-Dingan, Padang-Bindoe"
https://archief.nl/id/beschrijving/aeff2574-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff2574-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/6d9e5e87-ded1-4192-97db-1a8d21d584ff,[Geen bijschrift],KNIL-militairen tijdens een rustpauze,
https://archief.nl/id/beschrijving/aeff2646-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff2646-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/c5efb869-6c28-42f3-9fa8-c4f3ff2dd587,Rijst en kikkerbilletjes,Drie kapiteins aan een Chinees-Indische maaltijd,
https://archief.nl/id/beschrijving/aeff26fa-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff26fa-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/d3535286-e8df-406b-8dbb-a66929a3a972,[Geen bijschrift],Een jeep en een artillerietrekker worden gekannibaliseerd voor onderdelen?,
https://archief.nl/id/beschrijving/aeff27cc-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff27cc-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/2163e1d2-e954-4c3c-9ea6-de8dcc5a3f18,Op 29 november j.l. werd te Amoerang [volgens bijschrift: Menado] het stoffelijk overschot van Dr. Tumbelaka herbegraven. De gehele compagnie van het Reserve Korps staat aangetreden voor de afmars naar de begraafplaats,,
https://archief.nl/id/beschrijving/aeff288a-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff288a-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/7030ddf7-d26a-402d-ba58-737b9369c355,"Glodok, het hartje van Batavia's Chinezenwijk, met talloze restaurants.",,
https://archief.nl/id/beschrijving/aeff2948-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff2948-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/39ca775c-abac-45f8-b9a4-bf1d4e69b84f,Tweedaagse manoeuvres op de Veluwe. [soldaten verkleed als Brits-Indische militairen cq tegenstanders?],,
https://archief.nl/id/beschrijving/aeff2a06-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aeff2a06-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/246b1fd6-557a-4f9f-865e-d65746123c5c,Tweedaagse manoeuvres op de Veluwe. [soldaat in de aanval met klewang en stengun],,
